state_code,vertical,storage_column,source_label,definition,units,reporting_frequency,timing_basis,promotions_and_deductions,channel,reporting_granularity,definition_applies_from,definition_applies_to,evidence_period,source_url,source_file,limitations
MO,online_sports_betting,taxable_revenue,TAXABLE AGR,Reported tax-base revenue after permitted adjustments; not gross win or a tax payment.,USD,monthly,unknown,Taxable AGR includes permitted deductions and carryovers; a zero tax can coexist with reported taxable values. Do not infer gross win.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.mgc.dps.mo.gov/SportsWagering/sw_financials/FY27_SWFinReport/07_Jul/SW%20Monthly%20Financials%200726.xlsx,data/raw/MO/2026-09-03/6b8807ea8ed289f594b9ce2006b6a7cab9db6fc5701c3afc342e6721bc1de3c5_SW_Monthly_Financials_0726.xlsx,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
MO,online_sports_betting,tax,WAGERING TAX,Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,Taxable AGR includes permitted deductions and carryovers; a zero tax can coexist with reported taxable values. Do not infer gross win.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.mgc.dps.mo.gov/SportsWagering/sw_financials/FY27_SWFinReport/07_Jul/SW%20Monthly%20Financials%200726.xlsx,data/raw/MO/2026-09-03/6b8807ea8ed289f594b9ce2006b6a7cab9db6fc5701c3afc342e6721bc1de3c5_SW_Monthly_Financials_0726.xlsx,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
MO,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.mgc.dps.mo.gov/SportsWagering/sw_financials/rb_SWFin_main.html,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
MS,online_sports_betting,none,no collected metric,MGC FAQ limits sports betting to casinos. Regional sports reports combine on-premises activity; no separate mobile-only values identified.,not applicable,none identified,unknown,unknown,location based mobile / retail,unknown,unknown,unknown,none,https://www.msgamingcommission.com/faqs,unknown,No observations fabricated. Keep location-based activity separate from statewide online. Use separately identified mobile values only if an official report supplies them.
MS,online_casino,none,no collected metric,MGC FAQ explicitly identifies online casino games as illegal; land-based casino revenue is excluded.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://www.msgamingcommission.com/faqs,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
MT,online_sports_betting,none,no collected metric,Lottery sportsbook is location based; aggregate Sports Bet reports do not isolate mobile wagers from terminals. Annual financial statements are not statewide remote-online GGR.,not applicable,none identified,unknown,unknown,location based mobile / retail,unknown,unknown,unknown,none,https://montanalottery.com/annual-reports/,unknown,No observations fabricated. Keep location-based activity separate from statewide online. Use separately identified mobile values only if an official report supplies them.
MT,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://montanalottery.com/annual-reports/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NC,online_sports_betting,handle,Total Wagering Revenue,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://ncgaming.gov/wp-content/uploads/2026/08/NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,data/raw/NC/2026-09-03/b86edb68ec7433854657935a5b6441385f6b730dd93ea425cae99eb80da0474d_NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NC,online_sports_betting,gross_revenue,Gross Wagering Revenue,Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://ncgaming.gov/wp-content/uploads/2026/08/NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,data/raw/NC/2026-09-03/b86edb68ec7433854657935a5b6441385f6b730dd93ea425cae99eb80da0474d_NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NC,online_sports_betting,tax,Estimated Tax,"Estimated tax in the regulator report, not observed tax cash receipts. Do not aggregate with paid taxes without reconciling their bases.",USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://ncgaming.gov/wp-content/uploads/2026/08/NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,data/raw/NC/2026-09-03/b86edb68ec7433854657935a5b6441385f6b730dd93ea425cae99eb80da0474d_NCSLC-Sports-Betting-Revenue-Report-July-2026.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NC,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://ncgaming.gov/reports/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
ND,online_sports_betting,none,no collected metric,Attorney General gaming page explicitly prohibits online gaming except charitable raffles; tribal casino reporting is separate.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://attorneygeneral.nd.gov/licensing-and-gaming/gaming/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
ND,online_casino,none,no collected metric,Attorney General gaming page explicitly prohibits online gaming except charitable raffles; tribal casino reporting is separate.,not applicable,none identified,unknown,unknown,not offered,unknown,unknown,unknown,none,https://attorneygeneral.nd.gov/licensing-and-gaming/gaming/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NE,online_sports_betting,none,no collected metric,NRGC sports-betting page explicitly says online/mobile sports wagering is not currently authorized. Racetrack retail reports are outside this series.,not applicable,none identified,unknown,unknown,retail only,unknown,unknown,unknown,none,https://nrgc.nebraska.gov/gaming/sports-betting,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NE,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://nrgc.nebraska.gov/gaming/sports-betting,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NH,online_sports_betting,handle,Mobile Handle,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://assets.ctfassets.net/1h4s33nxm7rw/M2seH9kPecdawUYgR9JX6/d144b1c100c61c5a2311ebd8ad46961c/Sports_Betting_Summary_FY27.pdf,data/raw/NH/2026-09-03/f372d38b010394f74f4f83df502db967b719c1729172dec7e7d0efeb475a978a_Sports_Betting_Summary_FY27.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NH,online_sports_betting,gross_revenue,Mobile GGR,Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://assets.ctfassets.net/1h4s33nxm7rw/M2seH9kPecdawUYgR9JX6/d144b1c100c61c5a2311ebd8ad46961c/Sports_Betting_Summary_FY27.pdf,data/raw/NH/2026-09-03/f372d38b010394f74f4f83df502db967b719c1729172dec7e7d0efeb475a978a_Sports_Betting_Summary_FY27.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NH,online_sports_betting,tax,Mobile State Revenue,"Printed Mobile State Revenue: lottery/state contractual revenue, not an assumed statutory tax receipt.",USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://assets.ctfassets.net/1h4s33nxm7rw/M2seH9kPecdawUYgR9JX6/d144b1c100c61c5a2311ebd8ad46961c/Sports_Betting_Summary_FY27.pdf,data/raw/NH/2026-09-03/f372d38b010394f74f4f83df502db967b719c1729172dec7e7d0efeb475a978a_Sports_Betting_Summary_FY27.pdf,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
NH,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://nhlottery.com/About-Us/Financial-Reports,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NJ,online_sports_betting,gross_revenue,Monthly Internet Sports Wagering Gross Revenue / Internet Gaming Win,Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.nj.gov/oag/ge/docs/Financials/SWRTaxReturns/2026/July2026.pdf,data/raw/NJ/2026-09-03/0ad99b946e4cde9687a50e6294db1908503ed96bdbb62f54a38de6bcdd415c05_July2026.pdf,Sports handle is missing. The 98 retained sports PDFs were replayed into staging using the repaired parser; missing tax/taxable cells remain missing. Original database keeps its older fields. Native reporting names are not a proven complete brand denominator. Definition validity across the whole stored history has not been inferred from this example.
NJ,online_sports_betting,tax,Tax,Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2023-12-01 to 2023-12-31,https://www.nj.gov/oag/ge/docs/Financials/SWRTaxReturns/2023/December2023.pdf,data/raw/NJ/2026-09-03/83b59df15ab5d592070fcfc32570aedff6b3c8cef5e4cedfb1c1fd0f6b73cb51_December2023.pdf,Sports handle is missing. The 98 retained sports PDFs were replayed into staging using the repaired parser; missing tax/taxable cells remain missing. Original database keeps its older fields. Native reporting names are not a proven complete brand denominator. Definition validity across the whole stored history has not been inferred from this example.
NJ,online_casino,gross_revenue,Monthly Internet Sports Wagering Gross Revenue / Internet Gaming Win,Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.nj.gov/oag/ge/docs/Financials/IGRTaxReturns/2026/July2026.pdf,data/raw/NJ/2026-09-03/c95b48f15f3119d1308eced755560c612ec0c704e25eb77eb131a1d7bdb36003_July2026.pdf,Sports handle is missing. The 98 retained sports PDFs were replayed into staging using the repaired parser; missing tax/taxable cells remain missing. Original database keeps its older fields. Native reporting names are not a proven complete brand denominator. Definition validity across the whole stored history has not been inferred from this example.
NJ,online_casino,tax,Tax,Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.nj.gov/oag/ge/docs/Financials/IGRTaxReturns/2026/July2026.pdf,data/raw/NJ/2026-09-03/c95b48f15f3119d1308eced755560c612ec0c704e25eb77eb131a1d7bdb36003_July2026.pdf,Sports handle is missing. The 98 retained sports PDFs were replayed into staging using the repaired parser; missing tax/taxable cells remain missing. Original database keeps its older fields. Native reporting names are not a proven complete brand denominator. Definition validity across the whole stored history has not been inferred from this example.
NM,online_sports_betting,none,no collected metric,Reviewed Gaming Control Board FAQs and licensure pages; reported tribal/track activity does not establish statewide online coverage. No separately reported online series found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.gcb.nm.gov/2021/01/18/what-types-of-games-and-activities-are-prohibited-by-law/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NM,online_casino,none,no collected metric,Reviewed Gaming Control Board FAQs and licensure pages; reported tribal/track activity does not establish statewide online coverage. No separately reported online series found.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.gcb.nm.gov/2021/01/18/what-types-of-games-and-activities-are-prohibited-by-law/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
NV,online_sports_betting,gross_revenue,Sports - Mobile: Win Amount,Current-month mobile sports win from the statewide all-nonrestricted-locations page. Source reports thousands of dollars; storage multiplies by 1000.,USD; source thousands converted to dollars,monthly,unknown,"Promotion, futures and cash/settlement treatment require the applicable gaming reporting rules; the mobile detail alone does not establish full timing equivalence.",online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.gaming.nv.gov/siteassets/content/about/gaming-revenue/monthly-revenue-report---july-2026.pdf,data\raw\NV\2026-09-05\89c35393a6a107a713ad2f6a5c60064c7009fc05e61e84c613a5028fda396632_monthly-revenue-report---july-2026.pdf,Mobile-only win starts January 2020 in this archive. April/May 2020 sports rows are visibly suppressed in the official PDFs. June/July 2025 are hash-bound visual transcriptions. Handle cannot be recovered from rounded hold. Definition validity across the whole stored history has not been inferred from this example.
NV,online_casino,none,no collected metric,The published GRI reports card-game revenue without an online-only poker split. Interactive gaming is not a broad online slots/table-game series. No public online casino denominator is established.,not applicable,none identified,unknown,unknown,interactive poker / land-based card games not isolated,unknown,unknown,unknown,none,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,unknown,No observations fabricated. Require a separately published interactive-game revenue figure; do not use the combined Card Games line.
NY,online_sports_betting,handle,Handle,Reported wager volume for the selected online channel; not revenue.,USD,weekly,cash,Weekly cash-basis receipts and payouts; no conversion to accrual or reconstruction of monthly values.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-17 to 2026-08-23,https://gaming.ny.gov/system/files/documents/2026/08/weekly-mobile-sports-wagering-report-caesars_2.xlsx,data/raw/NY/2026-09-03/e7c04fd0d77e272c343d3e1c1c7e2c863ae67f7f1e2caef345c201ba0c807fb7_ny_caesars-sport-book_sports_wagering_weekly.xlsx,Weekly cash-basis mobile handle/GGR; overlapping month boundaries are not allocated into calendar months. Definition validity across the whole stored history has not been inferred from this example.
NY,online_sports_betting,gross_revenue,GGR,Native reported gaming win/receipts in this source. Detailed deduction and timing equivalence is not established merely by this storage name.,USD,weekly,cash,Weekly cash-basis receipts and payouts; no conversion to accrual or reconstruction of monthly values.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-08-17 to 2026-08-23,https://gaming.ny.gov/system/files/documents/2026/08/weekly-mobile-sports-wagering-report-caesars_2.xlsx,data/raw/NY/2026-09-03/e7c04fd0d77e272c343d3e1c1c7e2c863ae67f7f1e2caef345c201ba0c807fb7_ny_caesars-sport-book_sports_wagering_weekly.xlsx,Weekly cash-basis mobile handle/GGR; overlapping month boundaries are not allocated into calendar months. Definition validity across the whole stored history has not been inferred from this example.
NY,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://gaming.ny.gov/revenue-reports,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
OH,online_sports_betting,handle,Gross Receipts,Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://dam.assets.ohio.gov/raw/upload/v1788191557/casinocontrol.ohio.gov/revenue-reports/2026/Sports/2026_Sports_Gaming_Revenue_Report07.xlsx,data/raw/OH/2026-09-03/e2b9f8369dd068f628902fe139659e024b65ea0a9de46f38d04232e74525508a_2026_Sports_Gaming_Revenue_Report07.xlsx,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
OH,online_sports_betting,gross_revenue,Revenue,Reported Revenue: total gross receipts less cash/cash-equivalent winnings and voided wagers in the inspected 2023-2026 reports. Those notes allow future promotional deductions beginning in 2027; recheck the mapping before ingesting that regime.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://dam.assets.ohio.gov/raw/upload/v1788191557/casinocontrol.ohio.gov/revenue-reports/2026/Sports/2026_Sports_Gaming_Revenue_Report07.xlsx,data/raw/OH/2026-09-03/e2b9f8369dd068f628902fe139659e024b65ea0a9de46f38d04232e74525508a_2026_Sports_Gaming_Revenue_Report07.xlsx,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
OH,online_sports_betting,taxable_revenue,Taxable Revenue,Reported tax-base revenue after permitted adjustments; not gross win or a tax payment.,USD,monthly,unknown,unknown; inspect the linked report and applicable footnotes before comparing periods or states,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://dam.assets.ohio.gov/raw/upload/v1788191557/casinocontrol.ohio.gov/revenue-reports/2026/Sports/2026_Sports_Gaming_Revenue_Report07.xlsx,data/raw/OH/2026-09-03/e2b9f8369dd068f628902fe139659e024b65ea0a9de46f38d04232e74525508a_2026_Sports_Gaming_Revenue_Report07.xlsx,Retained official reports parsed with state-specific field mappings and focused fixture checks. Representative validation does not prove full operator coverage or historical definition consistency. Definition validity across the whole stored history has not been inferred from this example.
OH,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://casinocontrol.ohio.gov/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
OK,online_sports_betting,none,no collected metric,"Official Oklahoma City police FAQ says sports betting is not authorized; direct access returned 403, with the official indexed page still readable. No online casino operating series identified.",not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.okc.gov/Services/Public-Safety/Police/Investigative-Units/Special-Operations,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
OK,online_casino,none,no collected metric,"Official Oklahoma City police FAQ says sports betting is not authorized; direct access returned 403, with the official indexed page still readable. No online casino operating series identified.",not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.okc.gov/Services/Public-Safety/Police/Investigative-Units/Special-Operations,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
OR,online_sports_betting,handle,Sports Wagering (Gross Receipts),Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,Printed prizes are subtracted before operating expenses. Detailed promotion/futures treatment remains unknown from the statement.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.oregonlottery.org/wp-content/uploads/2026/08/Commission-August-2026-Draft-financial-statements-July-2026.pdf,data\raw\OR\2026-09-05\50f1aa8042770b04c7412870f92820c3f4c573a27b6e9f871265730a9d3f27ac_Commission-August-2026-Draft-financial-statements-July-2026.pdf,Public commission archive is rolling; currently retained monthly statements start July 2025. Older meeting materials require a public-records request. Draft/approved copies retained; any financial disagreement remains a conflict. Non-GAAP; annual reports not disaggregated into months. Definition validity across the whole stored history has not been inferred from this example.
OR,online_sports_betting,gross_revenue,Net Revenue - Sports,"Sports gross receipts less sports prizes, before commissions and other operating expenses. The statement calls this Net Revenue; it is not bottom-line lottery income.",USD,monthly,unknown,Printed prizes are subtracted before operating expenses. Detailed promotion/futures treatment remains unknown from the statement.,online,"official_statewide_total; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://www.oregonlottery.org/wp-content/uploads/2026/08/Commission-August-2026-Draft-financial-statements-July-2026.pdf,data\raw\OR\2026-09-05\50f1aa8042770b04c7412870f92820c3f4c573a27b6e9f871265730a9d3f27ac_Commission-August-2026-Draft-financial-statements-July-2026.pdf,Public commission archive is rolling; currently retained monthly statements start July 2025. Older meeting materials require a public-records request. Draft/approved copies retained; any financial disagreement remains a conflict. Non-GAAP; annual reports not disaggregated into months. Definition validity across the whole stored history has not been inferred from this example.
OR,online_casino,none,no collected metric,Checked the official regulator reporting/FAQ source and linked reporting categories; no separate online casino revenue series identified. This does not establish current legal status.,not applicable,none identified,unknown,unknown,unknown,unknown,unknown,unknown,none,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,unknown,No observations fabricated. Recheck the named official source for a product launch or separate public series; retain no zero observations.
PA,online_sports_betting,handle,Handle* (sports) / Wagers Received (casino),Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Sports%20Wagering%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/56121e3d1f99813dc6ba40829f5a3945e9e214eba8ea85382d4d5b94f0a55040_FY26-27_20Monthly_20Sports_20Wagering_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
PA,online_sports_betting,gross_revenue,Revenue (sports) / Gross Revenue (casino),Sports: printed Revenue before Promotional Credits; Taxable Gross Revenue is retained separately. Casino: sum of printed slot/table gross revenue and poker rake/tournament fees.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Sports%20Wagering%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/56121e3d1f99813dc6ba40829f5a3945e9e214eba8ea85382d4d5b94f0a55040_FY26-27_20Monthly_20Sports_20Wagering_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
PA,online_sports_betting,taxable_revenue,Gross Revenue (Taxable),Reported tax-base revenue after permitted adjustments; not gross win or a tax payment.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Sports%20Wagering%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/56121e3d1f99813dc6ba40829f5a3945e9e214eba8ea85382d4d5b94f0a55040_FY26-27_20Monthly_20Sports_20Wagering_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
PA,online_sports_betting,tax,State Tax + Local Share Assessment (sports); reported product tax lines (casino),Reported tax/contribution or explicitly summed source tax lines; tax timing and coverage are source-specific.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Sports%20Wagering%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/56121e3d1f99813dc6ba40829f5a3945e9e214eba8ea85382d4d5b94f0a55040_FY26-27_20Monthly_20Sports_20Wagering_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
PA,online_casino,handle,Handle* (sports) / Wagers Received (casino),Reported wager volume for the selected online channel; not revenue.,USD,monthly,unknown,Sports Promotional Credits separate Revenue from Gross Revenue (Taxable). Casino product bases differ; poker volume is not included in slot/table wagers.,online,"official_statewide_total;operator; operator identifiers are native reporting names, not a harmonized brand map",unknown,unknown,2026-07-01 to 2026-07-31,https://gamingcontrolboard.pa.gov/sites/default/files/2026-08/FY26-27%20Monthly%20Interactive%20Gaming%20Report%20Summary.xlsx,data/raw/PA/2026-09-03/1dc3c9153be6ea3ae41f6610a84ab174bc809505005fc289bf4420230d600d01_FY26-27_20Monthly_20Interactive_20Gaming_20Report_20Summary.xlsx,Staging replays original sports workbooks and now retains printed Revenue as GGR alongside Gross Revenue (Taxable). Casino handle covers slot/table wagers but excludes poker rake volume; do not calculate blended casino hold. Definition validity across the whole stored history has not been inferred from this example.
